phecode_category,endpoint,phecode_string,ukb_n,ukb_n_1,ukb_n_2,ukb_n_3,ukb_n_4,ukb_n_5,ukb_n_6,ukb_n_7,ukb_n_8,ukb_n_9,ukb_n_10,ukb_ratio,epic_n,epic_n_1,epic_n_2,epic_n_3,epic_n_4,epic_n_5,epic_n_6,epic_n_7,epic_n_8,epic_n_9,epic_n_10,epic_ratio
Derm,phecode_660-4,Carbuncle and furuncle,831,72,64,84,72,85,72,85,96,89,112,1.5558147716121387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660-6,Cellulitis and abscess,6012,479,513,542,537,526,593,640,658,729,795,1.659707724425887,183,7,7,8,9,24,24,16,22,24,38,5.436121597456785
Derm,phecode_662,Rosacea,1530,76,125,118,153,146,173,157,162,183,237,3.118946216163514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_664,Papulosquamous disorders,681,69,82,69,65,64,64,69,54,77,68,0.9856705991443199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_664-1,"Lichen planus, nitidus, or striatus",502,41,48,53,52,43,51,57,47,48,62,1.5124440839403455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_664-2,Pityriasis,189,16,19,20,11,15,21,16,25,19,27,1.6877773668639053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_664-21,Pityriasis rosea,158,12,14,14,11,13,13,14,26,18,23,1.916981648863325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_665,Psoriasis,1110,75,108,97,110,103,110,101,148,117,141,1.8803171925088578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_665-2,Psoriatic arthropathy,121,9,8,8,11,21,10,15,8,12,19,2.1114567416139125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_665-3,Other psoriasis,133,14,11,12,15,16,17,12,8,15,13,0.9287233545250562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_666,Urticaria,1239,100,108,107,117,119,124,135,146,129,154,1.5402595651441091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_666-1,Allergic urticaria,194,13,9,14,17,16,30,23,23,19,30,2.3080708040524347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_666-2,Idiopathic urticaria,107,11,9,12,8,6,7,12,10,15,17,1.5457071945546688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_667,Erythematous conditions,435,43,35,31,42,49,41,40,52,42,60,1.395578146796354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668,Dermatitis [eczema],5754,454,508,569,573,558,614,627,635,590,626,1.379123408128741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668-1,Atopic dermatitis,1228,80,89,105,115,123,137,137,137,151,154,1.9253286104472518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668-2,Seborrheic dermatitis,1398,104,100,121,119,149,159,137,175,157,177,1.7022098373404186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668-3,Contact dermatitis,1265,92,102,111,121,152,137,141,147,129,133,1.4458961246680069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668-4,Dermatitis due to substances taken internally,142,11,11,10,12,15,13,7,20,25,18,1.636631059739411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668-5,Lichen simplex chronicus,244,15,13,23,16,19,30,31,32,22,43,2.867135842880524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_668-6,Prurigo,149,8,8,13,17,22,12,16,20,15,18,2.250367586995589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_670,Seborrheic keratosis,606,32,49,45,65,80,60,67,80,63,65,2.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_672,Other acute skin changes due to ultraviolet radiation,169,20,12,14,17,25,12,19,18,15,17,0.8501390479306397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_673,Skin changes due to chronic exposure to nonionizing radiation,9894,334,641,781,957,1020,1089,1233,1194,1303,1342,4.018693284936479,162,8,12,10,12,14,19,21,21,20,18,2.2531380753138075
Derm,phecode_673-1,Actinic keratosis,9778,325,635,763,926,1038,1058,1191,1245,1256,1341,4.126901608721108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_674,Disorders of pigmentation,1283,93,115,111,127,117,117,110,169,147,177,1.9035415897279448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_674-1,Hypopigmentation,143,12,7,13,8,13,10,12,8,18,42,3.5000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_674-11,Vitiligo,116,12,8,5,12,10,7,7,14,5,36,3.0004914004914007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_674-2,Hypepigmentation,487,28,34,43,51,52,43,52,51,61,72,2.5718501170960186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_675,Atrophic conditions of skin,705,32,48,41,71,63,73,99,88,98,92,2.875471543381991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_675-1,Circumscribed scleroderma,694,28,47,43,64,67,72,96,91,94,92,3.286253104062222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_676,Hypertrophic conditions of skin,2162,209,228,224,199,246,211,218,212,206,209,1.0001709986320109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_676-1,Hypertrophic scar [Keloid scar],136,12,11,8,19,11,11,9,9,11,35,2.91714457370692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_676-2,Scar conditions and fibrosis of skin,406,35,36,41,43,38,37,33,53,38,52,1.485958365603511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_678,Other skin and connective tissue disorders,11132,707,866,1014,1141,1160,1186,1223,1214,1297,1324,1.8727015558698725,156,8,10,13,10,14,16,23,18,18,15,1.8776520509193777
Derm,phecode_679,Skin symptoms,10496,792,904,938,992,1040,1077,1080,1187,1215,1271,1.6051225748586184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-1,Rash and other nonspecific skin eruption,7369,625,644,670,712,698,724,748,836,853,859,1.3746539072602995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-2,Pallor and flushing,278,16,27,22,30,33,35,37,27,28,23,1.4377361202365309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-21,Pallor,114,5,9,14,9,15,12,13,13,14,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-22,Flushing,169,14,18,16,12,20,14,22,21,15,17,1.2144849081364828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-3,Changes in skin texture,577,31,40,57,63,73,70,56,69,52,66,2.1293815087630175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-4,Pruritus,3750,230,306,309,333,385,358,410,432,451,536,2.330843057798361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_679-7,"Abnormal granulation tissue, NOS",251,6,8,17,19,37,32,36,45,29,22,3.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_680,Epidermal thickening,1942,81,122,139,191,203,204,229,245,260,268,3.3091903084169134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_680-1,Corns and callosities,839,43,64,83,79,79,90,82,102,97,120,2.791157578451963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_680-3,Xerosis cutis*,758,27,64,51,94,71,93,87,86,82,103,3.815439477466659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_681,"Localized swelling, mass and lump of skin and subcutaneous tissue",6031,428,479,525,516,608,595,631,717,732,800,1.8694879557720154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_682,Other follicular disorders,4156,426,382,370,403,418,421,420,413,463,440,1.0330527767544233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_682-1,Cutaneous cyst,2925,303,282,282,322,305,322,275,274,290,270,0.8912435705349007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_682-11,Sebaceous cyst [Epidermal cyst],2212,211,221,214,222,217,218,217,228,238,226,1.071272143627196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_682-12,Pilar and trichodermal cyst,2671,272,269,284,282,272,272,266,287,230,237,0.8713235294117648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_682-4,Acne,303,23,17,15,35,24,18,29,44,37,61,2.652618163280169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_683,Nail disorders,2430,199,210,217,227,242,273,273,271,291,227,1.1408968244033248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_683-1,Ingrowing nail,916,84,84,71,88,91,98,125,75,94,106,1.2621147993151989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_683-2,Nail dystrophy*,189,11,11,15,14,19,18,16,31,28,26,2.3640230842455976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_684,Diseases of hair and hair follicles,983,19,33,75,75,95,104,108,125,139,210,11.054472150400981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_684-1,Alopecia,947,18,34,67,76,98,97,97,122,149,189,10.501743317283745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_684-11,Alopecia Areata,328,9,14,24,29,30,36,27,50,52,57,6.334372095566126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_685,Disorders of sweat glands,1458,97,124,142,139,134,119,177,167,164,195,2.0106456192035105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_685-1,Dyshidrosis,293,29,21,21,24,33,30,33,31,39,32,1.1036297342202113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_685-4,Prickly heat and miliaria,138,14,18,9,25,8,12,17,13,15,7,0.5000818732601932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_685-8,Hyperhidrosis,1059,70,71,117,91,95,106,130,123,112,144,2.057483500106451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_685-82,Generalized hyperhidrosis,1060,67,84,110,93,99,97,126,122,118,144,2.149609568053771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_686,Chronic ulcer of skin,1260,20,30,46,70,94,131,142,198,209,320,16.002627689275744,191,5,5,5,13,13,14,18,29,28,58,11.616022099447514
Derm,phecode_686-1,Pressure ulcer,634,3,18,14,36,54,52,75,95,126,161,53.675431433393214,128,2,4,4,7,11,10,15,13,18,44,22.030386740331494
Derm,phecode_686-2,Non-pressure chronic ulcer,750,19,16,32,33,50,85,89,112,118,196,10.317483363581367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_688,Granulomatous disorder of the skin,431,37,54,37,46,42,49,26,53,43,44,1.1891891891891893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_688-1,Sarcoidosis,109,11,11,6,9,8,7,10,14,17,16,1.45478374836173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_688-3,Pyogenic granuloma of skin and subcutaneous tissue,158,5,22,11,18,16,20,19,13,19,15,3.000491480996068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_700,Diffuse diseases of connective tissue,357,12,19,27,34,27,48,35,46,52,57,4.75,195,7,10,12,14,15,15,22,17,17,32,4.577795463589336
Musc/Skel,phecode_700-2,Sicca syndrome [Sjogren syndrome],136,3,6,8,10,13,14,20,16,21,25,8.334696325373459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_701,"Osteomyelitis, periostitis, and other infections involving bone",139,11,8,4,10,9,10,18,13,17,39,3.5454545454545454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_701-1,Osteomyelitis,130,11,9,3,7,10,14,14,11,19,32,2.9095668729176585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_702,Infective and reactive arthropathies,255,28,22,22,19,24,25,25,29,34,27,0.9644436903201649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_702-3,Enteropathic arthropathies,122,9,10,10,9,16,11,10,15,14,18,2.000326797385621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_703,Chrystal arthropathies,2142,55,87,141,149,186,206,244,291,328,455,8.274119518986568,165,5,7,10,9,12,18,15,25,19,39,7.810818307905686
Musc/Skel,phecode_703-1,Hyperuricemia,2007,52,79,119,141,171,184,237,263,336,425,8.174451011328953,128,2,5,7,5,4,13,14,22,16,37,18.525587828492394
Musc/Skel,phecode_703-11,Gout,1960,42,76,114,143,166,179,229,257,325,429,10.216000959577785,128,2,5,7,5,4,13,14,23,15,37,18.525587828492394
Musc/Skel,phecode_703-2,Chondrocalcinosis,159,8,9,9,11,12,13,21,25,23,28,3.5005720823798625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_704,Systemic vasculitis,308,10,11,18,19,27,31,40,51,49,52,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_704-5,Giant cell arteritis,146,0,4,10,9,9,8,21,22,23,40,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_705,Rheumatoid arthritis and other inflammatory polyarthropathies,1655,77,111,99,133,142,185,189,214,239,266,3.4551201584973006,154,6,7,9,6,15,7,15,13,10,18,3.00418410041841
Musc/Skel,phecode_705-1,Rheumatoid arthritis,820,49,58,64,79,77,109,101,112,84,87,1.7758030475921196,154,7,8,6,6,12,13,13,13,8,20,2.8611277146842
Musc/Skel,phecode_705-3,Polymyalgia rheumatica,753,16,26,30,49,70,92,126,115,111,118,7.37620881822652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_705-5,"Rheumatism, unspecified",151,37,20,26,17,11,10,7,5,7,11,0.2973459468304829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_706,Other inflammatory spondylopathies,543,27,33,49,57,49,53,64,67,60,84,3.111622470596829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_706-1,Sacroiliitis NEC,165,11,14,10,13,13,15,18,20,18,33,3.0004912395611596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_707,Other arthropathies,4055,119,197,220,330,372,408,466,544,653,746,6.269960983889439,337,17,18,23,35,36,32,36,39,54,38,2.238407340652138
Musc/Skel,phecode_707-8,Polyarthritis,261,21,29,29,23,30,35,31,19,17,27,1.2859251276765218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708,Osteoarthritis,11592,566,746,886,1085,1178,1252,1371,1444,1547,1517,2.680723700276722,1202,57,74,87,104,88,88,96,120,124,140,2.4561403508771926
Musc/Skel,phecode_708-1,Primary osteoarthritis,3869,185,241,272,328,373,421,447,468,539,595,3.2162162162162162,368,17,22,28,27,41,36,33,36,35,51,3.0042613636363638
Musc/Skel,phecode_708-11,"Primary osteoarthritis of hip, pelvic region and thigh",553,21,31,45,64,75,70,70,46,57,74,3.524388621512697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-12,"Primary osteoarthritis of knee, lower leg",1111,46,68,91,97,110,123,134,155,153,134,2.913526409871987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-13,Primary osteoarthritis of the hand,991,29,66,72,94,118,122,113,123,140,114,3.9316817797259778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-14,"Primary osteoarthritis of the shoulder, upper arm",607,33,42,42,47,67,76,84,88,69,59,1.7881718827620467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-15,"Primary osteoarthritis of the wrist, forearm",150,4,9,9,12,20,17,16,21,24,18,4.500735654732712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-16,Primary osteoarthritis ankle and foot,771,64,62,67,85,72,98,98,88,64,73,1.1408125411048997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-7,Generalized osteoarthritis,1609,43,77,92,126,139,178,195,204,255,300,6.977894514848828,103,7,4,10,13,9,14,14,12,5,14,2.0027662517289073
Musc/Skel,phecode_708-8,Secondary osteoarthritis,369,17,26,24,30,42,39,40,50,57,44,2.5886591780505195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_708-9,Heberden's or Bouchard's nodes*,358,22,23,26,25,43,40,37,45,44,53,2.409485389344568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709,Acquired deformities of fingers and toes,2406,140,158,177,207,223,250,274,313,316,348,2.486138179692068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709-1,Acquired deformities of fingers,219,17,28,20,23,29,20,28,21,20,13,0.7648312850886501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709-11,Mallet finger,154,11,11,22,26,20,15,14,15,12,8,0.7273918546645819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709-2,Acquired deformities of toe,2223,113,152,150,201,200,246,229,285,310,337,2.982807303852841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709-21,Hallux valgus (Bunion),1741,77,102,119,151,195,179,197,216,229,276,3.585019021382658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709-22,Hallux rigidus,340,20,33,31,34,36,34,36,38,42,36,1.7999999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_709-24,Hammer toe,431,15,18,30,32,49,32,51,56,72,76,5.067497267759563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_710,Acquired deformities of limbs,909,49,59,68,89,97,113,111,133,90,100,2.041152872758602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_710-3,Acquired deformities of the knee,212,10,11,14,17,33,24,19,28,26,30,3.000490757402258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_710-31,Genu valgum (acquired),103,7,9,9,5,4,11,15,12,18,13,1.8574465103242082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_710-32,Genu varum (acquired),102,5,4,8,12,19,15,10,5,13,11,2.2003592423252774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_710-4,Acquired deformities of the ankle and foot,594,33,49,50,57,75,65,55,82,56,72,2.1821767386270263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_710-41,Flat foot [pes planus],237,16,23,19,26,22,25,27,26,23,30,1.8753073266677596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_711,Disorder of patella,1514,128,133,151,139,152,154,161,173,157,166,1.2970928889448925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_711-1,Derangement of meniscus,1308,122,105,130,138,99,144,132,164,129,145,1.188722644586558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_712,Other specific joint derangements,746,75,76,73,67,72,90,73,91,62,67,0.8934808941746503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_712-1,Loose body in joint,147,10,12,11,16,24,16,18,20,10,10,1.0001635322976288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_712-5,Disorder of ligament,104,9,10,9,12,11,9,9,10,12,13,1.4446807350455313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_712-6,Instability of joint,191,17,19,24,17,24,17,15,22,21,15,0.8824975654907102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_713,Symptoms related to joints,14801,1248,1346,1422,1467,1436,1499,1573,1561,1611,1638,1.3128150504080653,217,3,12,16,19,18,22,18,27,29,41,13.685807656395891
Musc/Skel,phecode_713-2,Effusion of joint,2474,129,157,188,223,215,252,288,302,331,389,3.0160104279387503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_713-3,Pain in joint,14614,1242,1316,1366,1464,1508,1482,1555,1492,1590,1599,1.2877405578027568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_713-4,Stiffness of joint,485,32,38,52,48,52,49,53,50,51,60,1.8753088453302587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_714,Deforming dorsopathies,583,27,19,36,35,52,58,76,88,85,107,3.963614980561344,103,5,3,9,7,8,8,7,13,15,21,4.2
Musc/Skel,phecode_714-3,Scoliosis,437,16,17,21,33,31,43,51,67,62,96,6.000984413453652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_715,Non-inflammatory spondylopathy,4117,159,213,292,322,375,451,488,565,569,683,4.296345715853855,304,15,10,21,24,30,25,28,36,44,52,3.471488178025035
Musc/Skel,phecode_715-1,Spondylosis,3308,142,199,228,261,309,361,411,438,459,500,3.5211267605633805,162,6,6,11,21,10,20,20,14,27,25,4.1724296911018905
Musc/Skel,phecode_715-3,Spondylolisthesis,426,12,26,22,25,40,54,47,62,61,77,6.417718062155225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_715-4,Spinal stenosis,1262,52,50,72,85,123,122,178,171,203,206,3.9621886401797775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_716,Intervertebral disc disorder,2295,200,177,179,205,235,232,248,249,262,308,1.5402612383375744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_716-2,Degenerative disc disease,698,66,77,65,56,52,71,77,78,76,80,1.2123213311920593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_716-3,Spinal disc displacement (herniation),1597,107,125,149,179,138,140,173,186,187,213,1.9909877602665935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_717,Other and unspecified dorsopathies,791,73,58,73,75,85,82,85,87,65,108,1.47969703774779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_717-2,Sacrococcygeal disorders,490,38,41,28,46,48,44,55,54,68,68,1.7897686361940786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_718,Back pain,10938,988,1063,1021,1014,1046,1086,1134,1125,1154,1307,1.3232012909859021,370,29,20,23,33,28,36,48,30,41,46,1.5884473017728424
Musc/Skel,phecode_718-1,Radiculopathy,1196,70,86,114,110,126,138,144,128,136,144,2.0574838388861263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_718-2,Cervicalgia,4433,332,362,364,376,455,428,468,494,516,638,1.9220290495791503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_718-3,Mid back pain,672,44,68,85,60,66,66,57,65,83,78,1.7730198985563792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_718-4,Low back pain,8196,703,768,788,766,806,774,799,827,894,1071,1.5237830259077023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_718-5,Sciatica,3593,307,312,292,346,359,335,367,421,400,454,1.478827361563518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_719,Disorders of muscle,2299,138,141,185,213,218,240,229,284,286,365,2.6453708697109706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_719-1,Cramp and spasm,1601,91,108,125,153,157,152,173,187,221,234,2.571856429759924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_719-11,Spasm of muscle,142,12,14,19,16,13,14,18,12,15,9,0.750122549019608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_719-3,Separation of muscle (nontraumatic),178,7,3,4,9,10,18,21,32,38,36,5.143697478991597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_719-7,Muscle weakness (generalized),250,15,20,20,19,21,20,30,32,36,37,2.4670703764320785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_720,Spontaneous rupture of synovium and tendon,428,32,33,37,41,49,37,43,51,48,57,1.7815430651530109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721,Synoviopathy and bursopathy,7551,642,676,777,780,768,738,728,795,806,841,1.3102103607825837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721-1,Synovitis and tenosynovitis,3694,274,324,366,365,346,379,406,373,403,458,1.6718206946310707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721-11,Trigger finger,1437,88,103,119,157,144,147,179,166,153,181,2.0571582079682593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musc/Skel,phecode_721-12,Radial styloid tenosynovitis [de Quervain],394,24,24,31,30,44,42,59,40,50,50,2.083675087489064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
