phecode_category,phecode, phecode_string, 1_,2_,3_,4_,5_,6_,7_,8_,9_,10_,1,2,3,4,5,6,7,8,9,10, rr
Cardio,phecode_413-1,Mitral valve disorders,41,36,63,86,115,143,182,206,272,320,0.007,0.006,0.01,0.014,0.019,0.024,0.03,0.034,0.045,0.053,7.806
ID,phecode_092,"Bacteremia, Sepsis, and SIRS",47,65,79,92,117,180,200,211,293,368,0.008,0.011,0.013,0.015,0.019,0.03,0.033,0.035,0.048,0.06,7.831
Neuro,phecode_324-41,Essential tremor*,7,16,16,19,31,32,45,46,38,55,0.001,0.003,0.003,0.003,0.005,0.005,0.007,0.008,0.006,0.009,7.858
Cardio,phecode_444-5,Venous insufficiency (chronic) (peripheral),23,33,50,74,97,92,132,146,159,182,0.004,0.005,0.008,0.012,0.016,0.015,0.022,0.024,0.026,0.03,7.914
GI,phecode_517,Gastrointestinal angiodysplasia,3,2,10,4,19,13,22,26,33,24,0,0,0.002,0.001,0.003,0.002,0.004,0.004,0.005,0.004,8.001
Eye,phecode_374-39,Transient retinal arterial occlusion [Amaurosis fugax],3,3,9,8,12,17,16,16,23,24,0,0,0.001,0.001,0.002,0.003,0.003,0.003,0.004,0.004,8.001
Endo,phecode_200-23,Multinodular goiter,6,14,21,25,24,27,30,22,26,48,0.001,0.002,0.003,0.004,0.004,0.004,0.005,0.004,0.004,0.008,8.001
Neoplasms,phecode_101-41,Malignant neoplasm of the colon,17,24,36,47,60,77,84,90,99,136,0.003,0.004,0.006,0.008,0.01,0.013,0.014,0.015,0.016,0.022,8.001
Genitourinary,phecode_594-32,Stress incontinence,19,26,57,51,88,91,124,132,142,153,0.003,0.004,0.01,0.009,0.015,0.015,0.021,0.022,0.024,0.026,8.054
Cardio,phecode_416,Cardiac arrhythmia and conduction disorders,153,212,288,368,466,627,767,819,996,1242,0.026,0.036,0.049,0.062,0.079,0.106,0.13,0.139,0.169,0.211,8.119
ID,phecode_011,Klebsiella,4,6,9,10,13,8,17,28,29,33,0.001,0.001,0.001,0.002,0.002,0.001,0.003,0.005,0.005,0.005,8.251
Signs/Symptoms,phecode_848-2,Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echo),28,37,40,72,71,101,130,140,188,231,0.005,0.006,0.007,0.012,0.012,0.017,0.021,0.023,0.031,0.038,8.251
Eye,phecode_369-1,Corneal scars and opacities,4,4,4,5,4,7,15,12,14,34,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.006,8.501
Cardio,phecode_416-12,Ventricular tachycardia,6,11,16,10,22,17,26,30,41,51,0.001,0.002,0.003,0.002,0.004,0.003,0.004,0.005,0.007,0.008,8.501
GI,phecode_526-12,Intestinal infection due to C. difficile,4,6,10,9,16,11,28,18,30,34,0.001,0.001,0.002,0.001,0.003,0.002,0.005,0.003,0.005,0.006,8.501
Cardio,phecode_446-2,Orthostatic hypotension,27,26,39,59,92,112,144,165,172,234,0.004,0.004,0.006,0.01,0.015,0.018,0.024,0.027,0.028,0.038,8.668
Cardio,phecode_413-22,Aortic insufficiency,11,21,23,31,42,45,60,72,68,96,0.002,0.003,0.004,0.005,0.007,0.007,0.01,0.012,0.011,0.016,8.729
Genitourinary,phecode_596-3,Diverticulum of bladder,4,0,10,10,11,14,29,26,25,35,0.001,0,0.002,0.002,0.002,0.002,0.005,0.004,0.004,0.006,8.751
Musc/Skel,phecode_703-2,Chondrocalcinosis,4,1,8,13,16,16,19,17,30,35,0.001,0,0.001,0.002,0.003,0.003,0.003,0.003,0.005,0.006,8.751
ID,phecode_015-2,Clostridium difficile,4,5,10,8,18,15,22,22,27,35,0.001,0.001,0.002,0.001,0.003,0.002,0.004,0.004,0.004,0.006,8.751
Neoplasms,phecode_107,Malignant neoplasm of male genitalia,28,57,122,165,192,213,229,233,263,245,0.01,0.021,0.045,0.06,0.07,0.078,0.084,0.085,0.096,0.089,8.753
Genitourinary,phecode_596-1,Bladder neck obstruction,8,6,6,14,19,27,37,47,58,71,0.001,0.001,0.001,0.002,0.003,0.004,0.006,0.008,0.01,0.012,8.876
Metab,phecode_256-7,Volume depletion,30,40,56,76,90,118,141,147,202,269,0.005,0.007,0.009,0.012,0.015,0.019,0.023,0.024,0.033,0.044,8.968
Metab,phecode_248,"Disorders of plasma-protein metabolism, NEC",4,8,8,7,8,20,12,10,16,36,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0.003,0.006,9.001
Eye,phecode_377-4,Retinal hemorrhage,5,8,6,8,18,16,24,22,19,45,0.001,0.001,0.001,0.001,0.003,0.003,0.004,0.004,0.003,0.007,9.001
GI,phecode_529-3,Fecal incontinence,20,43,53,56,83,89,107,100,120,180,0.003,0.007,0.009,0.009,0.014,0.015,0.018,0.016,0.02,0.029,9.001
Resp,phecode_479-3,Respiratory failure,11,12,9,22,28,25,34,32,58,100,0.002,0.002,0.001,0.004,0.005,0.004,0.006,0.005,0.009,0.016,9.092
Metab,phecode_247-4,Disorders of magnesium metabolism,10,7,15,22,31,31,37,45,69,91,0.002,0.001,0.002,0.004,0.005,0.005,0.006,0.007,0.011,0.015,9.101
Cardio,phecode_430,Nontraumatic Intracranial hemorrhage,10,20,24,39,42,34,35,81,67,91,0.002,0.003,0.004,0.006,0.007,0.006,0.006,0.013,0.011,0.015,9.101
Cardio,phecode_431-12,Hemorrhagic stroke,8,16,13,30,28,26,27,57,55,73,0.001,0.003,0.002,0.005,0.005,0.004,0.004,0.009,0.009,0.012,9.126
Musc/Skel,phecode_703,Chrystal arthropathies,49,82,129,159,186,219,222,300,338,458,0.008,0.014,0.022,0.027,0.031,0.037,0.037,0.05,0.057,0.077,9.349
Genitourinary,phecode_626,Disorders of menstruation and other abnormal bleeding from female genital tract,49,40,48,42,47,69,115,198,322,459,0.018,0.015,0.017,0.015,0.017,0.025,0.042,0.072,0.117,0.167,9.371
Resp,phecode_480,Pulmonary edema,5,8,3,6,13,12,14,25,20,47,0.001,0.001,0,0.001,0.002,0.002,0.002,0.004,0.003,0.008,9.402
Neoplasms,phecode_108-41,"Malignant neoplasm of kidney, except pelvis",4,9,16,10,17,24,24,25,34,38,0.001,0.001,0.003,0.002,0.003,0.004,0.004,0.004,0.006,0.006,9.502
Musc/Skel,phecode_703-1,Hyperuricemia,47,76,100,160,174,184,219,279,321,447,0.008,0.013,0.017,0.027,0.029,0.031,0.037,0.047,0.054,0.075,9.512
Genitourinary,phecode_583,Chronic kidney disease,75,104,153,167,249,332,425,436,543,722,0.013,0.018,0.026,0.028,0.042,0.056,0.072,0.073,0.091,0.122,9.628
Eye,phecode_376,Disorders of vitreous body,39,96,193,255,256,280,308,342,352,380,0.007,0.016,0.032,0.043,0.043,0.047,0.051,0.057,0.059,0.063,9.745
Cardio,phecode_413,Heart valve disorders,57,68,97,125,185,239,285,336,422,561,0.009,0.011,0.016,0.021,0.031,0.039,0.047,0.055,0.07,0.093,9.844
Resp,phecode_468-9,Lobar pneumonia*,45,75,85,99,131,168,208,242,310,445,0.007,0.012,0.014,0.016,0.022,0.028,0.034,0.04,0.051,0.073,9.889
Cardio,phecode_416-42,Left bundle branch block,14,10,23,37,33,72,86,89,119,139,0.002,0.002,0.004,0.006,0.005,0.012,0.014,0.015,0.019,0.023,9.93
Neuro,phecode_356-2,Aphasia and dysphasia,4,5,17,9,33,22,29,40,36,40,0.001,0.001,0.003,0.001,0.005,0.004,0.005,0.007,0.006,0.007,10.002
Cardio,phecode_431,Stroke and transient cerebral ischemic attacks,48,79,101,135,192,200,246,327,384,485,0.008,0.013,0.017,0.022,0.032,0.033,0.041,0.054,0.064,0.08,10.106
Genitourinary,phecode_583-1,"End stage renal disease [CDK, stage 5]",7,5,4,7,8,18,18,24,25,71,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.004,0.004,0.012,10.143
Cardio,phecode_431-11,Ischemic stroke,26,37,34,61,93,117,129,180,216,264,0.004,0.006,0.006,0.01,0.015,0.019,0.021,0.03,0.035,0.043,10.156
Endo,phecode_208-2,Hyperparathyroidism,6,22,22,22,43,39,40,53,54,61,0.001,0.004,0.004,0.004,0.007,0.006,0.007,0.009,0.009,0.01,10.168
Neoplasms,phecode_116-4,Secondary malignant neoplasm of liver,15,25,46,56,65,79,89,91,115,154,0.002,0.004,0.008,0.009,0.011,0.013,0.015,0.015,0.019,0.025,10.268
Hearing,phecode_396-22,Presbycusis,6,5,14,23,28,31,44,47,53,62,0.001,0.001,0.002,0.004,0.005,0.005,0.007,0.008,0.009,0.01,10.335
Neoplasms,phecode_103-21,Basal cell carcinoma,27,102,91,120,159,218,214,243,284,279,0.004,0.017,0.015,0.02,0.026,0.036,0.035,0.04,0.047,0.046,10.335
Resp,phecode_483,Pleural effusion,38,62,86,93,131,170,186,226,301,393,0.006,0.01,0.014,0.015,0.021,0.028,0.03,0.037,0.049,0.064,10.344
Eye,phecode_376-2,Vitreous opacities,37,99,190,252,249,301,301,323,352,384,0.006,0.016,0.032,0.042,0.042,0.05,0.05,0.054,0.059,0.064,10.38
Eye,phecode_385,Abnormal results of function studies of eye,5,10,12,10,13,20,21,21,22,52,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.008,10.402
Musc/Skel,phecode_703-11,Gout,41,71,106,146,171,181,212,284,319,429,0.007,0.012,0.018,0.025,0.029,0.03,0.036,0.048,0.054,0.072,10.465
Rx,phecode_977-7,Long term (current) use of insulin or oral hypoglycemic drugs,55,90,122,158,157,211,236,292,334,576,0.009,0.015,0.02,0.026,0.026,0.035,0.039,0.049,0.056,0.096,10.474
Cardio,phecode_416-211,Paroxysmal atrial fibrillation*,22,33,46,79,112,140,155,165,183,231,0.004,0.005,0.008,0.013,0.018,0.023,0.025,0.027,0.03,0.038,10.502
Neoplasms,phecode_103-2,Keratinocyte carcinoma,32,107,96,144,183,243,241,293,322,336,0.005,0.018,0.016,0.024,0.03,0.04,0.04,0.049,0.053,0.056,10.502
Cardio,phecode_413-6,Heart valve replaced,7,6,14,17,29,24,37,49,56,74,0.001,0.001,0.002,0.003,0.005,0.004,0.006,0.008,0.009,0.012,10.573
Derm,phecode_684-1,Alopecia,19,42,45,78,87,105,136,96,137,202,0.003,0.007,0.007,0.013,0.014,0.017,0.023,0.016,0.023,0.034,10.633
Cardio,phecode_443,Other specified disorders of arteries and arterioles,15,32,35,52,56,87,99,107,154,161,0.002,0.005,0.006,0.009,0.009,0.014,0.016,0.018,0.025,0.027,10.735
Cardio,phecode_416-4,Heart block,43,54,84,126,148,181,283,298,347,462,0.007,0.009,0.014,0.021,0.024,0.03,0.047,0.049,0.057,0.076,10.746
Metab,phecode_256-3,Mixed disorder of acid-base balance,12,17,21,28,34,42,51,70,85,132,0.002,0.003,0.003,0.005,0.006,0.007,0.008,0.011,0.014,0.022,11
Resp,phecode_468-2,Bacterial pneumonia,6,11,17,20,24,33,33,38,38,66,0.001,0.002,0.003,0.003,0.004,0.005,0.005,0.006,0.006,0.011,11.002
Rx,phecode_977-72,Long term (current) use of oral hypoglycemic drugs,51,86,123,149,158,199,225,281,315,561,0.008,0.014,0.02,0.025,0.026,0.033,0.037,0.047,0.052,0.093,11.002
Cardio,phecode_431-1,Stroke,29,47,49,78,116,131,145,225,246,322,0.005,0.008,0.008,0.013,0.019,0.022,0.024,0.037,0.041,0.053,11.105
Cardio,phecode_438,Aneurysm or ectasia,18,35,52,52,87,91,87,127,137,201,0.003,0.006,0.009,0.009,0.014,0.015,0.014,0.021,0.022,0.033,11.168
Neoplasms,phecode_103,Malignant neoplasm of the skin,57,176,215,241,343,410,476,499,566,637,0.01,0.03,0.036,0.041,0.058,0.069,0.08,0.084,0.095,0.107,11.177
Cardio,phecode_431-2,Transient cerebral ischemic attacks,19,49,69,66,93,134,140,162,181,213,0.003,0.008,0.011,0.011,0.015,0.022,0.023,0.027,0.03,0.035,11.212
GI,phecode_542-3,Hepatic failure,4,7,6,10,10,11,14,19,27,45,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.007,11.252
Metab,phecode_256-31,Acidosis,10,13,24,17,30,39,43,71,77,113,0.002,0.002,0.004,0.003,0.005,0.006,0.007,0.012,0.013,0.018,11.302
Neoplasms,phecode_101-6,Malignant neoplasm of the liver and intrahepatic bile ducts,3,1,8,6,5,7,16,18,20,34,0,0,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.006,11.335
Cardio,phecode_411-2,Pericardial effusion (noninflammatory)*,5,12,13,19,24,19,30,33,45,57,0.001,0.002,0.002,0.003,0.004,0.003,0.005,0.005,0.007,0.009,11.402
Cardio,phecode_414,Cardiomyopathy,8,19,34,21,33,44,47,47,69,92,0.001,0.003,0.006,0.003,0.005,0.007,0.008,0.008,0.011,0.015,11.502
Genitourinary,phecode_627-2,Symptomatic menopause,58,62,72,104,117,191,316,434,564,670,0.02,0.021,0.024,0.035,0.04,0.065,0.107,0.147,0.191,0.227,11.556
Genitourinary,phecode_594-1,Retention of urine,45,81,120,145,192,214,270,363,431,524,0.007,0.013,0.02,0.024,0.032,0.035,0.045,0.06,0.071,0.086,11.646
Cardio,phecode_400-2,Chronic rheumatic heart diseases,20,23,39,63,64,106,137,154,191,233,0.003,0.004,0.006,0.01,0.01,0.017,0.022,0.025,0.031,0.038,11.652
Neoplasms,phecode_142-1,Lump or mass in breast,34,62,74,132,141,159,224,227,272,400,0.006,0.011,0.013,0.023,0.025,0.028,0.039,0.04,0.048,0.07,11.767
Cardio,phecode_424-3,Diastolic heart failure,3,2,5,8,12,21,18,23,26,36,0,0,0.001,0.001,0.002,0.003,0.003,0.004,0.004,0.006,12.002
Eye,phecode_361-1,Entropion and trichiasis of eyelid,3,5,3,8,14,23,22,21,23,36,0,0.001,0,0.001,0.002,0.004,0.004,0.003,0.004,0.006,12.002
Endo,phecode_202-4,Other specified diabetes*,107,182,279,339,396,485,548,594,788,1288,0.018,0.03,0.046,0.056,0.066,0.08,0.091,0.098,0.13,0.213,12.039
Derm,phecode_686-2,Non-pressure chronic ulcer,17,22,29,39,45,61,95,105,132,205,0.003,0.004,0.005,0.006,0.007,0.01,0.016,0.017,0.022,0.034,12.061
Cardio,phecode_400,Rheumatic heart disease,19,26,40,62,64,106,142,146,197,232,0.003,0.004,0.007,0.01,0.01,0.017,0.023,0.024,0.032,0.038,12.213
Derm,phecode_684,Diseases of hair and hair follicles,17,42,46,75,98,111,128,123,135,208,0.003,0.007,0.008,0.012,0.016,0.018,0.021,0.02,0.022,0.035,12.237
Eye,phecode_376-1,Vitreous degeneration,24,82,140,189,202,208,223,267,225,295,0.004,0.014,0.023,0.031,0.033,0.034,0.037,0.044,0.037,0.049,12.294
Neoplasms,phecode_108,Malignant neoplasm of the urinary tract,12,20,34,36,49,68,71,90,113,148,0.002,0.003,0.006,0.006,0.008,0.011,0.012,0.015,0.019,0.024,12.335
Neoplasms,phecode_140,Benign neoplasm of the breast,3,4,4,7,14,19,20,23,39,37,0,0.001,0.001,0.001,0.002,0.003,0.003,0.004,0.006,0.006,12.335
Cardio,phecode_425,Cardiomegaly,23,38,71,80,97,126,169,192,236,286,0.004,0.006,0.012,0.013,0.016,0.021,0.028,0.032,0.039,0.047,12.437
Neoplasms,phecode_103-3,Carcinoma in situ of skin,9,16,22,44,43,77,73,106,95,112,0.001,0.003,0.004,0.007,0.007,0.013,0.012,0.017,0.016,0.018,12.446
Rx,phecode_977-52,Hormone replacement therapy (postmenopausal),11,15,17,19,34,42,50,81,114,137,0.003,0.005,0.005,0.006,0.011,0.013,0.016,0.026,0.036,0.043,12.458
Genitourinary,phecode_597-5,Urethral caruncle,2,4,5,9,12,6,16,18,21,25,0,0.001,0.001,0.001,0.002,0.001,0.003,0.003,0.003,0.004,12.502
Cardio,phecode_403,Angina pectoris,40,113,139,180,176,250,312,304,365,506,0.007,0.019,0.024,0.03,0.03,0.042,0.053,0.051,0.062,0.086,12.652
Eye,phecode_375-1,Glaucoma,32,63,90,97,114,183,190,238,250,407,0.005,0.01,0.015,0.016,0.019,0.03,0.031,0.039,0.041,0.067,12.721
Neoplasms,phecode_101-8,Malignant neoplasm of the pancreas,3,8,10,12,23,10,23,20,33,39,0,0.001,0.002,0.002,0.004,0.002,0.004,0.003,0.005,0.006,13.002
Neuro,phecode_356-1,Dysarthria,2,3,3,7,10,12,11,16,17,26,0,0,0,0.001,0.002,0.002,0.002,0.003,0.003,0.004,13.002
Neoplasms,phecode_107-2,Malignant neoplasm of the prostate,19,52,122,161,187,218,205,233,254,248,0.007,0.019,0.044,0.059,0.068,0.079,0.075,0.085,0.092,0.09,13.057
Eye,phecode_369,Noninflammatory disorders of the cornea,15,18,33,34,47,51,68,88,97,196,0.002,0.003,0.005,0.006,0.008,0.008,0.011,0.014,0.016,0.032,13.069
Cardio,phecode_426,Other heart disorders in diseases NEC,22,30,52,63,86,111,141,180,190,288,0.004,0.005,0.009,0.01,0.014,0.018,0.023,0.029,0.031,0.047,13.093
Cardio,phecode_404,Coronary heart disease,67,165,228,275,328,378,490,576,661,887,0.011,0.028,0.039,0.047,0.056,0.064,0.083,0.098,0.112,0.151,13.241
Eye,phecode_374,Disorders of the retina,81,172,235,303,364,427,514,581,720,1075,0.014,0.029,0.04,0.051,0.062,0.072,0.087,0.098,0.122,0.182,13.274
Death,OMOP_4306655,All-Cause Death,65,78,141,202,241,325,411,493,669,865,0.011,0.013,0.023,0.033,0.039,0.053,0.067,0.08,0.109,0.141,13.31
Rx,phecode_977-71,Long term (current) use of insulin,12,14,25,24,34,36,39,55,72,161,0.002,0.002,0.004,0.004,0.006,0.006,0.006,0.009,0.012,0.026,13.419
Eye,phecode_373,Noninflammatory disorders of choroid,7,5,7,7,5,11,13,15,25,94,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.004,0.015,13.431
Musc/Skel,phecode_705-3,Polymyalgia rheumatica,11,22,34,50,63,81,98,117,129,148,0.002,0.004,0.006,0.008,0.01,0.013,0.016,0.019,0.021,0.024,13.457
Musc/Skel,phecode_726,Osteoporosis and low bone density,49,92,138,155,198,243,354,452,491,661,0.008,0.015,0.023,0.026,0.033,0.041,0.059,0.076,0.082,0.11,13.492
Cardio,phecode_438-12,Thoracic aneurysm,2,9,9,17,13,32,23,22,25,27,0,0.001,0.001,0.003,0.002,0.005,0.004,0.004,0.004,0.004,13.5
Neuro,phecode_344-1,Hydrocephalus,2,2,12,5,7,15,10,11,19,27,0,0,0.002,0.001,0.001,0.002,0.002,0.002,0.003,0.004,13.502
Cardio,phecode_419,Presence of cardiac device,12,14,13,37,50,69,88,118,125,162,0.002,0.002,0.002,0.006,0.008,0.011,0.014,0.019,0.02,0.027,13.502
Cardio,phecode_413-2,Aortic valve disorders,23,29,43,64,80,130,143,195,230,312,0.004,0.005,0.007,0.01,0.013,0.021,0.023,0.032,0.038,0.051,13.567
Endo,phecode_205,Hypoglycemia,12,10,15,14,20,25,30,47,80,163,0.002,0.002,0.002,0.002,0.003,0.004,0.005,0.008,0.013,0.027,13.583
Cardio,phecode_401-3,Hypertensive chronic kidney disease,3,4,1,8,5,5,17,15,16,41,0,0.001,0,0.001,0.001,0.001,0.003,0.002,0.003,0.007,13.669
Eye,phecode_377-5,Vitreous hemorrhage,4,4,4,12,11,11,14,17,12,55,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.009,13.752
Cardio,phecode_416-212,Persistent atrial fibrillation*,3,8,6,10,13,16,29,19,48,42,0,0.001,0.001,0.002,0.002,0.003,0.005,0.003,0.008,0.007,14.002
Neoplasms,phecode_103-22,Squamous cell carcinoma of the skin,6,11,13,20,26,45,46,54,62,85,0.001,0.002,0.002,0.003,0.004,0.007,0.008,0.009,0.01,0.014,14.169
Cardio,phecode_433,Other cerebrovascular disease,26,35,54,68,101,159,192,231,293,375,0.004,0.006,0.009,0.011,0.017,0.026,0.032,0.038,0.048,0.062,14.425
Eye,phecode_386-1,Amblyopia,6,8,18,17,21,19,32,38,59,87,0.001,0.001,0.003,0.003,0.003,0.003,0.005,0.006,0.01,0.014,14.5
Endo,phecode_202-1,Type 1 diabetes,9,21,30,24,42,44,42,48,57,133,0.001,0.003,0.005,0.004,0.007,0.007,0.007,0.008,0.009,0.022,14.778
Resp,phecode_474,Chronic obstructive pulmonary disease,41,59,94,147,186,239,271,341,422,606,0.007,0.01,0.016,0.024,0.031,0.04,0.045,0.056,0.07,0.1,14.783
Eye,phecode_388,Blindness and low vision,16,25,35,43,57,81,99,120,170,238,0.003,0.004,0.006,0.007,0.009,0.013,0.016,0.02,0.028,0.039,14.877
Musc/Skel,phecode_726-2,Pathologic fracture,5,6,7,19,18,24,44,43,52,75,0.001,0.001,0.001,0.003,0.003,0.004,0.007,0.007,0.009,0.012,15.002
Cardio,phecode_404-11,Acute myocardial infarction,18,44,75,101,107,126,130,191,201,272,0.003,0.007,0.012,0.017,0.018,0.021,0.022,0.032,0.033,0.045,15.114
Neoplasms,phecode_108-5,Malignant neoplasm of the bladder,6,14,12,25,19,35,36,44,62,91,0.001,0.002,0.002,0.004,0.003,0.006,0.006,0.007,0.01,0.015,15.169
Musc/Skel,phecode_726-1,Osteoporosis,43,84,134,146,190,242,355,427,480,658,0.007,0.014,0.022,0.024,0.032,0.04,0.059,0.071,0.08,0.11,15.305
Eye,phecode_374-52,"Macular cyst, hole, or pseudohole",3,9,12,19,26,30,33,33,40,46,0,0.001,0.002,0.003,0.004,0.005,0.005,0.005,0.007,0.008,15.336
Derm,phecode_686,Chronic ulcer of skin,22,26,54,60,91,103,144,185,236,339,0.004,0.004,0.009,0.01,0.015,0.017,0.024,0.03,0.039,0.056,15.412
Cardio,phecode_404-2,Coronary atherosclerosis [Atherosclerotic heart disease],44,111,167,210,230,296,362,438,504,682,0.007,0.019,0.028,0.035,0.039,0.05,0.061,0.074,0.085,0.115,15.5
Genitourinary,phecode_588,Disorders and findings from impaired renal function,2,7,6,9,9,14,18,23,25,31,0,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.004,0.005,15.503
Hearing,phecode_390-6,Perichondritis and chondritis of pinna,3,12,6,15,35,24,32,28,42,47,0,0.002,0.001,0.002,0.006,0.004,0.005,0.005,0.007,0.008,15.667
Cardio,phecode_444-15,Scrotal varices [Varicocele],3,6,8,8,12,17,30,27,40,48,0,0.001,0.001,0.001,0.002,0.003,0.005,0.004,0.007,0.008,16.003
Resp,phecode_481,Interstitial pulmonary diseases,8,16,14,28,36,47,39,69,96,129,0.001,0.003,0.002,0.005,0.006,0.008,0.006,0.011,0.016,0.021,16.128
GI,phecode_520-11,Inguinal hernia,34,71,85,120,166,204,303,322,479,549,0.006,0.012,0.014,0.02,0.028,0.035,0.052,0.055,0.082,0.093,16.15
Cardio,phecode_436,Atherosclerosis [ASCVD],42,116,161,201,235,297,376,419,491,680,0.007,0.02,0.027,0.034,0.04,0.05,0.063,0.07,0.083,0.114,16.193
Cardio,phecode_430-2,Nontraumatic intracerebral hemorrhage,4,7,8,16,18,17,21,39,41,65,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.006,0.007,0.011,16.253
Mental,phecode_280-13,Alcoholic liver disease,3,6,14,11,18,9,23,19,34,49,0,0.001,0.002,0.002,0.003,0.001,0.004,0.003,0.006,0.008,16.336
Resp,phecode_474-1,Emphysema,10,14,19,20,38,47,53,83,112,165,0.002,0.002,0.003,0.003,0.006,0.008,0.009,0.014,0.018,0.027,16.503
Mental,phecode_294,Sexual dysfunction and disorders,48,75,111,164,251,334,405,549,676,792,0.008,0.013,0.019,0.028,0.043,0.058,0.07,0.095,0.117,0.137,16.503
Neoplasms,phecode_116-6,Secondary malignancy of bone,9,12,34,49,63,68,86,102,109,149,0.001,0.002,0.006,0.008,0.01,0.011,0.014,0.017,0.018,0.024,16.558
Eye,phecode_374-11,Serous retinal detachment,5,17,11,23,32,24,38,35,56,83,0.001,0.003,0.002,0.004,0.005,0.004,0.006,0.006,0.009,0.014,16.603
Cardio,phecode_413-3,Tricuspid valve disorders,11,13,28,47,52,75,98,132,161,186,0.002,0.002,0.005,0.008,0.008,0.012,0.016,0.022,0.026,0.03,16.912
Cardio,phecode_416-41,Atrioventricular block,13,28,23,45,72,94,101,138,145,220,0.002,0.005,0.004,0.007,0.012,0.015,0.017,0.023,0.024,0.036,16.926
Eye,phecode_374-42,Diabetic retinopathy,27,50,98,118,150,170,170,224,291,462,0.004,0.008,0.016,0.02,0.025,0.028,0.028,0.037,0.048,0.076,17.111
Neoplasms,phecode_132,Sequelae of cancer,8,15,26,66,55,71,97,78,114,137,0.001,0.002,0.004,0.011,0.009,0.012,0.016,0.013,0.019,0.022,17.128
Cardio,phecode_404-1,Myocardial infarction,25,54,98,117,130,168,192,277,306,433,0.004,0.009,0.016,0.019,0.022,0.028,0.032,0.046,0.051,0.072,17.323
Neoplasms,phecode_142,Lump or mass in breast or nonspecific abnormal breast exam,36,77,96,181,245,275,359,422,497,625,0.006,0.014,0.017,0.032,0.044,0.049,0.064,0.075,0.088,0.111,17.364
Signs/Symptoms,phecode_841-13,Allergy to sulfonamides,2,8,16,6,17,15,19,28,31,35,0,0.001,0.003,0.001,0.003,0.002,0.003,0.005,0.005,0.006,17.503
Cardio,phecode_433-21,Carotid artery stenosis,4,3,8,11,19,25,39,29,47,70,0.001,0,0.001,0.002,0.003,0.004,0.006,0.005,0.008,0.011,17.503
Cardio,phecode_433-1,Occlusion and stenosis of cerebral arteries,4,10,9,14,19,30,32,47,47,71,0.001,0.002,0.001,0.002,0.003,0.005,0.005,0.008,0.008,0.012,17.753
GI,phecode_542-1,Fibrosis and cirrhosis of liver,4,9,12,15,11,20,27,26,35,71,0.001,0.001,0.002,0.002,0.002,0.003,0.004,0.004,0.006,0.012,17.753
Eye,phecode_374-4,Retinal disorders in diseases classified elsewhere,28,51,99,121,141,182,177,226,307,507,0.005,0.008,0.016,0.02,0.023,0.03,0.029,0.037,0.051,0.084,18.11
Cardio,phecode_416-2,Atrial fibrillation and flutter,48,88,145,192,261,377,483,534,694,870,0.008,0.015,0.024,0.032,0.043,0.063,0.08,0.089,0.115,0.145,18.128
Eye,phecode_370,Disorders of iris and ciliary body,5,8,9,8,13,16,22,22,33,91,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.004,0.005,0.015,18.203
Metab,phecode_256-4,Hyperkalemia [Hyperpotassemia],9,16,21,31,50,50,83,96,96,164,0.001,0.003,0.003,0.005,0.008,0.008,0.014,0.016,0.016,0.027,18.225
Neuro,phecode_350-5,Repeated falls*,27,50,60,102,132,203,216,270,372,494,0.004,0.008,0.01,0.017,0.022,0.033,0.035,0.044,0.061,0.081,18.299
Eye,phecode_387-3,Astigmatism,10,6,20,29,55,54,78,113,136,184,0.002,0.001,0.003,0.005,0.009,0.009,0.013,0.018,0.022,0.03,18.403
Genitourinary,phecode_582,Acute kidney failure,34,58,106,103,149,210,258,304,401,636,0.006,0.009,0.017,0.017,0.024,0.034,0.042,0.05,0.066,0.104,18.709
Cardio,phecode_433-2,Occlusion and stenosis of precerebral arteries,4,3,9,14,14,29,41,32,50,75,0.001,0,0.001,0.002,0.002,0.005,0.007,0.005,0.008,0.012,18.753
Neuro,phecode_328-7,Vascular dementia,3,0,2,7,11,21,24,29,44,57,0,0,0,0.001,0.002,0.003,0.004,0.005,0.007,0.009,19.003
Eye,phecode_374-3,Retinal vascular changes and occlusions,11,18,31,49,50,93,80,78,116,210,0.002,0.003,0.005,0.008,0.008,0.015,0.013,0.013,0.019,0.035,19.094
Neuro,phecode_324-11,Parkinson's disease,4,7,24,31,44,58,70,73,90,80,0.001,0.001,0.004,0.005,0.007,0.009,0.011,0.012,0.015,0.013,20.003
