endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n,phecode_category
phecode_366-1,8,10,13,5,13,10,12,5,7,30,0.0013089005235602095,0.0016361256544502618,0.002127311405661921,8.181966944853543e-4,0.002127311405661921,0.0016363933889707086,0.0019636720667648502,8.181966944853543e-4,0.001145475372279496,0.004909180166912126,3.7506136475208636,Pterygium of eye,113,Eye
phecode_336-55,24,37,41,50,57,60,64,67,83,90,0.003938299967180834,0.006071545782737118,0.006727929110600591,0.008204791598293404,0.00935346242205448,0.009845749917952083,0.010503856884949942,0.010996225176431972,0.013622189397669456,0.014771048744460856,3.7506154603643522,Lesion of plantar nerve,573,Neuro
phecode_256,228,259,328,403,457,506,542,598,641,855,0.03768595041322314,0.0428099173553719,0.05421487603305785,0.06662258224499917,0.07554967763266655,0.08365019011406843,0.08960158703918003,0.09885931558935361,0.10596792858323689,0.14134567697140024,3.7506199371796995,"Disorders of fluid, electrolyte and acid-base balance",4817,Metab
phecode_349,29,37,41,50,53,91,65,77,83,109,0.004787848770018161,0.0061086346376093776,0.006769027571404986,0.008254911672445105,0.008750206372791811,0.015023939243850091,0.010731385174178636,0.012714663143989433,0.01370541611624835,0.01799867899603699,3.7592413337584842,Disorder of nervous system,635,Neuro
phecode_514,50,63,83,96,121,138,147,157,166,188,0.008216926869350863,0.010353327855382087,0.013642340565417488,0.015779092702169626,0.019888231426692965,0.022682445759368838,0.024161735700197237,0.025805391190006573,0.027284681130834976,0.030900723208415515,3.760618014464168,Gastrointestinal obstruction,1209,GI
phecode_594-3,117,207,235,244,281,304,351,392,371,443,0.020037677684535023,0.03545734840698869,0.04025351147653306,0.041795135320315174,0.048132922233641656,0.05207262761219596,0.06012332990750257,0.0671462829736211,0.06354916067146282,0.07588215142171977,3.7869733517215534,Urinary incontinence,2945,Genitourinary
phecode_513,54,89,85,110,139,162,160,172,177,205,0.00908479138627187,0.014973082099596231,0.01430013458950202,0.01850605652759085,0.02338492597577389,0.02725437415881561,0.026917900403768506,0.028936742934051143,0.02977792732166891,0.0344885598923284,3.7962962962962967,Peptic ulcer,1353,GI
phecode_680-3,27,64,51,94,71,93,87,86,82,103,0.0044204322200392925,0.010478061558611657,0.008349705304518664,0.015392172916325528,0.011626002947437366,0.015228426395939087,0.014245947273620435,0.014082200753233994,0.013427214671688227,0.016865891599803503,3.815439477466659,Xerosis cutis*,758,Derm
phecode_523,255,388,439,529,606,676,800,826,951,973,0.043345232024477306,0.06595274519802821,0.07462179160292368,0.08992010878803332,0.10302618157089426,0.11492689561373683,0.13600816048962938,0.14042842570554234,0.1616797007820469,0.16541992519551174,3.8163349800988065,Diverticular disease [Bowel diverticulosis],6443,GI
phecode_367-5,22,25,27,22,35,36,31,36,45,84,0.0036196117143797303,0.004113195129976966,0.004442250740375123,0.0036196117143797303,0.0057584731819677526,0.005923000987166831,0.005100361961171438,0.0059239756458779,0.007404969557347376,0.013822609840381767,3.818810118629108,Uveitis,363,Eye
phecode_625-1,19,19,19,35,47,47,60,56,68,73,0.00584435558289757,0.00584435558289757,0.00584435558289757,0.010769230769230769,0.014461538461538461,0.014461538461538461,0.018461538461538463,0.01723076923076923,0.020923076923076923,0.02246153846153846,3.843287449392712,Dyspareunia,443,Genitourinary
phecode_386,103,139,179,178,190,214,237,270,294,397,0.017252931323283083,0.023283082077051927,0.029983249581239532,0.02981574539363484,0.031825795644891124,0.03584589614740368,0.03969849246231156,0.04522613065326633,0.04924623115577889,0.06651030323337243,3.8550146631381876,Visual disturbances,2201,Eye
phecode_361-3,21,20,21,25,25,31,37,51,75,81,0.0034409306898246766,0.003277076847452073,0.0034409306898246766,0.004096346059315091,0.004096346059315091,0.005079469113550713,0.006062592167786335,0.008357915437561455,0.012291052114060964,0.01327433628318584,3.857774968394437,Ptosis of eyelid,387,Eye
phecode_239-1,400,553,683,772,868,1024,997,1235,1328,1547,0.07412898443291327,0.1024833209785026,0.12657524091919942,0.1430689399555226,0.1608598962194218,0.18977020014825796,0.18476649369903633,0.22887323943661972,0.24615384615384617,0.28674698795180725,3.86821686746988,Hypercholesterolemia,9407,Metab
phecode_401-1,459,610,756,901,1045,1175,1339,1434,1616,1776,0.0944055944055944,0.12546277252159604,0.15552355482411026,0.18535280806418433,0.2149763423163958,0.24171981073853116,0.27545772474799424,0.2950010285949393,0.3324418843859288,0.3653569224439416,3.870077030332122,Essential hypertension,11111,Cardio
phecode_349-1,17,20,15,25,29,54,46,41,40,66,0.0027873421872438102,0.003279226102639777,0.002459419576979833,0.004099032628299721,0.004755657592653329,0.0088553624139062,0.00754345687110528,0.006723515906854706,0.0065595277140045915,0.010823220728107576,3.8829896012193004,Abnormal findings on diagnostic test of central nervous system,353,Neuro
phecode_130,319,371,555,633,735,817,938,1091,1102,1240,0.056251102098395345,0.06542056074766354,0.0978663375066126,0.1116205254805149,0.129606771292541,0.14406630223946393,0.16540292717333804,0.19238229589137718,0.19432198906718393,0.21869488536155202,3.887832899327152,"Cancer (solid tumor, excluding BCC)",7801,Neoplasms
phecode_281-1,55,68,78,102,114,137,163,163,180,214,0.009077405512460801,0.011224826675470452,0.012875536480686695,0.01683724001320568,0.01881809177946517,0.02261472433146253,0.026906569825024762,0.026906569825024762,0.029712776493892375,0.0353251898316276,3.891551367087848,Substance abuse,1274,Mental
phecode_381,10,20,13,15,37,35,40,40,53,39,0.001645548790521639,0.0032916392363396972,0.002139565503620803,0.002468729427254773,0.006089532587228439,0.00576036866359447,0.0065832784726793945,0.0065832784726793945,0.008722843976300198,0.0064186965108624094,3.900641869651086,Strabismus,302,Eye
phecode_280-11,52,64,75,100,117,122,137,165,176,204,0.008575197889182058,0.010554089709762533,0.012368073878627968,0.01649348507339601,0.01929737753587333,0.02012205178954313,0.02259607455055253,0.027214250371103414,0.029028533729176974,0.03364670954972786,3.923723975183649,Alcohol abuse,1212,Mental
phecode_230-21,105,133,163,193,216,217,263,311,328,412,0.01734390485629336,0.021968946151304923,0.02692434753881731,0.031885015694696844,0.03568478440442756,0.03584999173963324,0.04344952915909466,0.051379481248967455,0.05418800594746407,0.06806542210474145,3.9244577659248074,Abnormal weight loss,2341,Metab
phecode_708-13,29,66,72,94,118,122,113,123,140,114,0.004774448468883767,0.010865986170563056,0.011853803095159697,0.015475798485347383,0.019427066183733948,0.020085610800131708,0.018606948789725013,0.020253581425983862,0.02305285690762391,0.018771612053350897,3.9316817797259778,Primary osteoarthritis of the hand,991,Musc/Skel
phecode_324-8,15,36,40,34,32,57,43,58,39,59,0.002459822892751722,0.005903574942604133,0.0065595277140045915,0.0055755985569039025,0.005247622171203673,0.009347326992456544,0.00705264884369362,0.009512875184516975,0.006396588486140725,0.0096768902739052,3.933978459351594,Restless legs syndrome,413,Neuro
phecode_401-6,17,19,33,44,35,66,63,47,59,67,0.0027841467409105798,0.0031116934163118244,0.005404520144120537,0.007206026858827383,0.005732066819521782,0.010809040288241074,0.010319410319410319,0.007698607698607698,0.009664209664209665,0.010974610974610974,3.941822035939683,Secondary hypertension,450,Cardio
phecode_380,18,14,22,21,18,33,23,38,47,71,0.002952271608988027,0.002296211251435132,0.0036083319665409217,0.003444316877152698,0.002952271608988027,0.005412497949811383,0.0037723470559291455,0.0062325733967525014,0.0077087092012465145,0.011646981627296589,3.9450914989792945,Disorders of optic nerve and visual pathways,305,Eye
phecode_160,131,191,207,241,241,260,319,336,433,517,0.022150828542441665,0.03229624619546838,0.035001690902942174,0.040757652629798746,0.040757652629798746,0.043970911550820224,0.053948926095044814,0.056823947234906136,0.07322847962117368,0.087434466429900215,3.94723232417122,Nutritional anemias,2876,Blood
phecode_120,38,37,59,53,80,111,108,138,123,150,0.006252056597564989,0.00608752879236591,0.00970714050674564,0.008719973675551168,0.013164390324173112,0.018265591574790192,0.0177719269376337,0.022708573309198617,0.02024025012341616,0.024683231857824586,3.948017979785732,Hemo onc - by cell of origin,897,Neoplasms
phecode_401,454,613,757,902,1036,1185,1351,1429,1591,1796,0.0934156378600823,0.1261576456060918,0.15579337312204158,0.18563490430129656,0.21321259518419428,0.2438773410166701,0.27804074912533444,0.29409343486314055,0.3274336283185841,0.36962337929615147,3.956761284976423,Hypertension,11114,Cardio
phecode_715-4,52,50,72,85,123,122,178,171,203,206,0.00853298326222514,0.008204791598293404,0.0118148999015425,0.013948145717098785,0.020183787331801772,0.02002297718693583,0.029213851961267027,0.028064992614475627,0.033316921056950596,0.03380928934843263,3.9621886401797775,Spinal stenosis,1262,Musc/Skel
phecode_714,27,19,36,35,52,58,76,88,85,107,0.004441519986839941,0.0031260282987824943,0.005923000987166831,0.0057584731819677526,0.008555445870352089,0.009542612701546561,0.012504113195129977,0.014478446857518921,0.013984863441921685,0.017604475156301414,3.963614980561344,Deforming dorsopathies,583,Musc/Skel
phecode_586-2,32,36,35,65,74,80,94,114,142,127,0.005231322543730587,0.005885237861696911,0.005721759032205329,0.010626123916952755,0.012097433382376982,0.013078306359326467,0.0153670099722086,0.018636586562040217,0.023217789404839765,0.02076520601700458,3.969398912688032,Cyst of kidney,799,Genitourinary
phecode_337,47,67,66,71,93,113,100,148,154,187,0.0077226421294774895,0.011008872822872166,0.010844561288202431,0.0116661189615511,0.015280972724285245,0.018567203417679923,0.01643115346697338,0.024318107131120606,0.025303976339139007,0.030731306491372228,3.979377261840242,Polyneuropathies,1046,Neuro
phecode_523-2,229,317,378,441,544,628,687,827,854,912,0.038185759546439886,0.052859763214940805,0.06303151575787894,0.0735367683841921,0.09071202267800567,0.10471902617975655,0.11455727863931967,0.13790228447557112,0.1424045356011339,0.15210140093395597,3.9831969493490567,Diverticula of colon,5817,GI
phecode_416-7,5,2,3,5,12,10,15,17,27,20,8.165931732810714e-4,3.2663726931242854e-4,4.899559039686428e-4,8.165931732810714e-4,0.0019598236158745713,0.001633453119895459,0.0024501796798431885,0.00277687030382228,0.0044103234237177396,0.003266906239790918,4.000653381247958,Sinoatrial node dysfunction,116,Cardio
phecode_416-71,5,2,2,6,12,10,11,20,28,20,8.165931732810714e-4,3.2663726931242854e-4,3.2663726931242854e-4,9.799118079372856e-4,0.0019598236158745713,0.001633453119895459,0.0017967984318850048,0.003266906239790918,0.004573668735707285,0.003266906239790918,4.000653381247958,Sick sinus syndrome*,116,Cardio
phecode_394-4,5,8,5,15,12,12,10,13,19,20,0.00081766148814390845,0.0013082583810302534,8.177952240758914e-4,0.0024533856722276743,0.001962708537782139,0.001962708537782139,0.0016355904481517827,0.0021262675825973174,0.0031076218514883873,0.0032711808963035655,4.00065423617926,Abnormal vestibular function study,119,Hearing
phecode_673,334,641,781,957,1020,1089,1233,1194,1303,1342,0.06060606060606061,0.11633393829401088,0.14174228675136116,0.1736842105263158,0.1851179673321234,0.19764065335753175,0.2237749546279492,0.21669691470054447,0.2364791288566243,0.24355716878402903,4.018693284936479,Skin changes due to chronic exposure to nonionizing radiation,9894,Derm
phecode_239-11,387,554,680,760,860,996,1042,1243,1364,1577,0.0712707182320442,0.10202578268876611,0.1252302025782689,0.13998894824092833,0.15840854669368207,0.18345920058942716,0.19193221587769388,0.22895560876772886,0.2512433228955609,0.2904770675999263,4.07568598725478,Pure hypercholesterolemia,9463,Metab
phecode_144-21,67,56,70,69,72,90,124,147,197,273,0.02188827180659915,0.01829467494282914,0.022868343678536424,0.022541653054557333,0.02352172492649461,0.02940215615811826,0.04050963737340738,0.04803921568627451,0.06437908496732025,0.0892156862745098,4.075958443078725,Leiomyoma of uterus,1165,Neoplasms
phecode_204-1,25,31,55,64,99,88,87,83,86,102,0.004121332014507088,0.005111294311624073,0.009068425391591096,0.010552349546578731,0.016323165704863973,0.014509480626545754,0.014344600164880462,0.013685078318219291,0.014179719703215169,0.016817807089859853,4.080672712283595,Impaired fasting glucose,720,Endo
phecode_520-13,36,49,56,58,63,86,92,93,107,147,0.005935696619950536,0.00807914262159934,0.00923330585325639,0.009563066776586974,0.010389182058047494,0.014182058047493404,0.015171503957783642,0.01533641160949868,0.017645118733509234,0.024241424802110816,4.0840067062445025,Umbilical hernia,787,GI
phecode_466,59,85,99,103,99,107,123,155,176,241,0.010120068610634648,0.014579759862778732,0.016981132075471698,0.017667238421955403,0.016984045290787442,0.018356493395093498,0.02110138960370561,0.026591182020929832,0.03019385829473323,0.04134499914221994,4.085446525409191,Tonsillitis and adenoiditis,1247,Resp
phecode_449,9,4,6,12,15,19,17,33,21,37,0.0014713094654242277,6.539153179663233e-4,9.80872976949485e-4,0.00196174595389897,0.002452583387835186,0.003106605624591236,0.0027795945062132114,0.00539568345323741,0.0034336167429692608,0.00604970568999346,4.111783300632221,Other disorders of the circulatory system,173,Cardio
phecode_396-2,43,68,77,93,128,118,144,164,192,177,0.007122743084313401,0.01126387278449561,0.012754679476561205,0.015407554671968192,0.021206096752816435,0.01954937044400265,0.02385685884691849,0.027170311464546057,0.03180914512922465,0.029324055666003976,4.116961024550372,Sensorineural hearing loss,1204,Hearing
phecode_610-1,17,17,11,14,24,21,17,37,49,70,0.005307524196066188,0.005307524196066188,0.0034342803621604744,0.004370902279113331,0.007492975335622854,0.006556353418669997,0.005307524196066188,0.011551670309085233,0.015298157976896659,0.021861336664584636,4.1189330198038,Cystic mastopathy,277,Genitourinary
phecode_123,8,11,6,8,7,13,18,22,21,33,0.0013065490772497142,0.001796504981218357,9.799118079372856e-4,0.0013065490772497142,0.0011432304425935,0.002123489055864097,0.0029402156158118264,0.0035935968637700096,0.003430251551780464,0.0053903952956550144,4.125673799411957,Multiple myeloma and malignant plasma cell neoplasms,147,Neoplasms
phecode_123-1,8,13,5,8,5,15,15,17,21,33,0.0013065490772497142,0.0021231422505307855,8.165931732810714e-4,0.0013065490772497142,8.165931732810714e-4,0.002449779519843214,0.002449779519843214,0.0027764167891556426,0.003430251551780464,0.0053903952956550144,4.125673799411957,Multiple myeloma,140,Neoplasms
phecode_673-1,325,635,763,926,1038,1058,1191,1245,1256,1341,0.05888747961587244,0.11505707555716616,0.1382496829135713,0.16778401884399347,0.18807755028084797,0.19170139518028628,0.215799963761551,0.22562522653135195,0.2276187024284161,0.24302283436027547,4.126901608721108,Actinic keratosis,9778,Derm
phecode_593-1,15,27,16,27,27,36,46,54,63,62,0.0024529844644317253,0.004416094210009814,0.0026169447170428526,0.004416094210009814,0.004416094210009814,0.005888125613346418,0.007523716061498201,0.008832188420019628,0.010304219823356232,0.010140660778541054,4.134009377385236,Gross hematuria,373,Genitourinary
phecode_557-2,31,33,47,48,62,65,74,90,107,129,0.005094494658997535,0.00542317173377157,0.007723911257189811,0.007888249794576828,0.01018898931799507,0.010683760683760684,0.012163050624589087,0.014792899408284023,0.017587113740959896,0.021203155818540435,4.161974295348985,Blood in stool,686,GI
phecode_164-1,117,140,188,207,246,232,292,323,371,487,0.01970028624347533,0.0235729920862098,0.03165516080148173,0.034854352584610206,0.04142809026608286,0.03907039407207814,0.04917480633209835,0.05439541933310879,0.06247894914112496,0.08201414617716403,4.163094138001514,Microcytic anemia,2603,Blood
phecode_380-2,12,14,11,17,14,16,25,22,24,50,0.001963350785340314,0.0022905759162303663,0.001799738219895288,0.002781413612565445,0.002290950744558992,0.0026182294223531335,0.004090983472426772,0.0036000654557355586,0.0039273441335297005,0.008181966944853543,4.1673484972454045,Disorders of optic disc,205,Eye
